,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
7,11882.748005572277,27424.30784439045,18158.08165672825,17486.696243533464,16045.953457434971,31843.085135915077,19028.12257819823,29261.535368212633,13637.728466111605,14504.018061102895,24781.19314436713,67020.96475425205,21049.224052388676,34657.0921491417,49387.21565106911,95774.72304288481,16251.961975060836,33635.94501108603,18158.41775832032,16436.928776481862,62895.48271276212,16429.20391475009,49387.21565106911,0.0
8,11583.262750918788,28577.444118642357,24257.843621561788,19003.848884425493,22453.761865547225,27130.728570830106,42913.70845128109,32911.91401661196,21757.076808324648,18161.595750144243,40417.26791698341,84212.61907213715,21177.079532181702,25911.743072278925,52814.82438586934,109125.72385612644,15885.625931980423,62465.13292392135,24299.41860686952,22490.5825463914,44732.332142306615,17327.187588804703,52814.82438586934,0.0
9,8494.193281043868,15300.169061652245,22254.7211071599,28300.422416882575,20361.62002703765,23673.77117673581,27233.628316784314,33776.66059242946,21662.237744123133,12541.314239076139,30435.126821245307,102591.97737379,11791.106033541015,18988.512260672916,48605.60359780363,121520.68000528366,15257.182086542212,44440.268428762916,22219.750908952192,13422.950913506602,37977.55087990021,13325.5918973778,48605.60359780363,0.0
10,59331.05557797778,25442.595710868274,27848.12681877797,19938.25323337094,52896.21287822583,38340.76262428796,31060.8521186304,40117.410208140675,38647.10497141367,31142.052479846887,37986.12897283539,84090.30616543705,35331.69383552989,51289.492339874574,59664.36611369263,105601.68182893281,21703.246408949813,48506.702896681956,27818.432633934182,19930.713944582032,54179.466721329256,25660.905459029284,59664.36611369263,0.0
11,9520.368134472177,14753.76650836424,13974.625075930837,13657.302491556571,13710.023599092608,18733.274621425102,13736.8590311276,25159.15097970991,9890.23481768511,11881.998360597378,19820.93686116279,51144.70347424419,17304.497830400887,24559.031784017046,38441.21249113248,64658.65369559763,10117.26928100161,21774.72178075512,14012.487311093586,11731.236104812717,40782.810257257406,15327.551860071942,38441.21249113248,0.0
12,12018.154507440595,20991.71726145853,20999.27025318364,17565.95267747765,17253.41444439135,30500.91595663302,18254.991915613708,25679.273387968642,17973.55154252435,18228.48124917568,22503.37035967014,63230.48917434529,22512.04737466743,27376.26129024579,41807.0136262465,80549.4724212834,21114.717694233306,32453.463603930886,21069.163751702486,16160.717210808969,51837.1729431327,15612.74721584649,41807.0136262465,0.0
13,15649.250097572496,16343.107891303685,16037.100319258534,14980.269557465832,15499.631211786249,20687.05679538385,13767.962525900724,28259.442355221163,9336.283446509375,11228.51872364903,16725.71242142642,41916.804502632316,12826.328214247575,21834.030702052227,37578.25509139125,51599.274777692546,10863.88291977582,23884.00245652217,15958.624505667703,16143.759310521991,66283.97286337859,13770.849545275498,37578.25509139125,0.0
14,11444.811424630087,13215.496589370341,19148.612311567354,17186.39473804573,13681.393719869371,18578.160587294813,16149.724478731936,26032.560478753952,10394.291082420563,14596.416721080315,25952.84412745457,73062.66117196606,11647.62994607712,26383.17443398858,42281.49340270035,93748.41014255813,13713.839334961884,29797.440796865474,19171.154567184483,11850.724907767211,50446.20328477897,13312.477150841343,42281.49340270035,0.0
15,9371.15755490323,15573.114910759401,17773.0996483697,20189.068834137546,15353.70309082699,24220.00171007554,18403.327648888047,20187.553034134715,14835.886602178822,17044.023479333107,21704.723221204546,82937.35808935962,15077.710502956477,26504.212465709985,36940.427348124635,145741.91267449918,16709.3455571995,32435.99061048962,17754.191979736614,11752.209991927994,46857.21679481606,15552.843673428262,36940.427348124635,0.0
16,8475.42121014928,12670.968006620535,15831.814992089112,13809.493185885345,13572.177163016015,21964.22768344431,18906.3769711627,19059.004193412762,20233.87995044662,16683.355664378916,22884.501935667646,63550.36755451121,14379.605821614297,20094.5465722659,30425.55579467867,69919.39257662438,18204.690528503183,36658.0338571359,15842.460814610098,10033.554987876165,36631.680652178795,15505.670767094924,30425.55579467867,0.0
17,7592.998054165664,13211.154461213051,18567.766678287313,17588.228940066165,17600.53523634568,21831.34040646564,26162.308149045504,25907.33520705782,17673.70744271104,15248.45680793079,33883.36862861926,65593.15586524196,12179.3345628615,24290.648647890233,45715.10326275034,68738.38285089377,18939.591861618414,43625.416267348955,18555.0964298978,10537.375101286294,31946.675445497127,10676.340370737313,45715.10326275034,0.0
18,11329.435848340963,13169.520878710482,20443.229364564224,15124.120690329148,20537.201271015852,26508.797049303692,24694.38033711565,22982.21446074738,20708.362410321974,23376.601150575432,23747.43285642997,46031.40437101506,14162.115491546841,24742.69015043238,36361.054387870296,45481.04698712264,20825.129286322706,39318.18255730153,20468.179045538516,11411.338887863916,39424.5980578193,13203.416581137097,36361.054387870296,0.0
19,11970.509523858234,12543.00520505631,17525.15351070859,21638.977769461868,28914.379311223875,40099.09672883664,14958.774907952718,22708.633506881255,25734.782328850033,27885.39009913567,24230.696499894966,45132.56258877631,14521.623518063478,18312.09766891765,41723.986982645,65602.86798415221,36126.2157658861,33554.651165971234,17526.732406559724,13111.63048360704,42457.90030602682,11895.998155988364,41723.986982645,0.0
20,76510.23881789282,29445.64558887957,34352.47314810386,30779.918792091852,94670.1399563883,101586.6914098274,36980.69090722676,67650.2384129571,84900.86941180461,57870.33696224744,41070.47641858052,80620.67742213777,50402.816613772164,38076.41171412931,52399.56378095188,86048.48121994152,100316.43703307076,76760.17101804347,34342.991956680984,18963.58255027752,74885.56350970488,20686.310902083707,52399.56378095188,0.0
21,24024.069869827774,30679.476049063196,37640.23963419728,26218.97834900926,53618.17561020212,63124.161076395874,41566.001892416556,55346.25064788874,89789.40901405353,87322.49081395972,50842.09525180973,80808.71342106734,33098.92656015472,53016.43728053913,74771.63482263964,93968.14475762082,86374.26240935148,93049.63413261148,37669.292881121284,20067.15358255033,53900.81909292225,34004.37934360754,74771.63482263964,0.0
22,30817.97431320392,17259.438550519,24102.121253757636,24379.45496193796,53651.71912075634,49156.695230053716,29300.083725454442,60337.13901665735,64978.6234324342,59928.63059138862,36932.66278404098,87233.30168174292,27575.664989582634,49343.79882649431,60945.69079954481,97355.30063271521,63338.99725791299,66440.4310374748,24057.443190960308,20282.394505230604,59204.010307646575,26485.666818702583,60945.69079954481,0.0
23,15197.88486006017,16592.06253268979,20561.827191183456,17334.414214486005,26117.22811040431,25961.392825073268,18761.95842209969,25339.218050385276,30771.101374644022,25604.910050952956,26093.61123559874,56565.28075616176,19632.098358183346,31691.709096509763,38387.25686587537,53955.73977258492,25727.59482017262,37834.924697967384,20570.08903729555,17367.20072288288,45769.27257152417,14455.20060806703,38387.25686587537,0.0
24,8272.335149665832,10721.165294017152,15112.826255280386,13752.78594138379,20122.141801436268,20673.795114598423,15317.717751932109,21822.752352589265,17223.03833581468,14880.517134228268,19460.878379415317,35401.192449828726,16315.351049919598,21227.213140175892,29130.038048178616,40258.20973183201,16245.509941976252,31945.757701266237,15104.220491260117,10800.348807965695,37076.43203875108,11187.426091209125,29130.038048178616,0.0
0,9411.790663179909,11176.588138943684,22651.771136047664,16231.343986997686,14938.594286903974,14867.415050809685,8088.25611601839,22413.26687079933,7035.382290006185,14485.373100845367,13902.845031288483,80528.36478352804,46543.35969987703,50164.31168462128,13242.523614233036,72341.96732105996,25488.15800044449,25255.348780244836,22635.497565938487,8403.074824671143,10311.34348494253,7573.008987525729,13242.523614233036,0.0
1,11395.001378170196,12457.414846434564,15796.980536848627,15125.37355367369,24317.223654217658,28117.051927505658,12879.423785962339,19379.49534758556,19930.843440623998,23459.664528561956,17480.092090392758,39986.37477275364,10516.889945027466,14254.399678723536,13324.225458762094,43991.20974973379,49163.2207463915,37409.56829701117,15808.189134128437,6052.152925844577,15003.52437729959,5791.355752695502,13324.225458762094,0.0
2,6485.034522579782,7038.07318267597,8217.910980219262,8814.227733590833,15311.19439161669,18578.625003594207,8262.282776759495,9706.49775241951,12779.231245995874,13637.113863340322,11554.275896110872,16970.05399030057,8324.803143849487,8936.827439795741,11392.557125218937,24117.371379249955,26154.814839638188,23145.782055044518,8197.479129947704,5941.822452551033,23455.662008760537,4917.725736648191,11392.557125218937,0.0
3,9169.245930427378,8718.861073834381,18226.9637882096,19654.47301994397,26288.626260884077,22831.09073115353,16439.286497277695,29314.664003868387,36542.11213324979,27946.67552620806,22170.439294964723,53848.6835476295,13073.677846479519,11393.367190275278,14989.076598494708,48568.59155203173,73092.52019864833,56175.35053088662,18264.216350716964,9788.254579163893,18405.77459279347,5811.386942298032,14989.076598494708,0.0
4,15240.733408638196,12158.021534432168,33656.01527283781,22468.628551271042,30980.881139182242,32321.202550965725,16575.529883691976,32296.55769362844,25044.22815620491,25973.821750571926,22939.130001563113,71686.88993495637,38815.52563771467,38967.63235398876,17315.69973172281,67256.78832074742,46294.72343007874,45443.34772868648,33610.352354212555,8420.03224750353,16989.59997972882,9212.929383661587,17315.69973172281,0.0
5,19255.430827104617,10191.053697146624,16130.758830822559,15587.219844538926,41845.52712514358,33556.06865028629,14676.653477673051,27455.650865941803,41717.92320330898,48837.95394162523,20190.269754306963,53357.84425194635,27360.135499307027,28707.633956678987,17007.40156137732,36964.467434438586,63152.84242501223,47445.40149320413,16144.241976085925,6752.880451379194,20825.63597640767,6692.1250550796585,17007.40156137732,0.0
6,15273.341765420373,12718.314629477285,9972.515037790523,10328.669858021502,32641.26417740324,39048.77741498621,11382.475126355455,16826.937127317655,41202.652079963635,53435.17861259866,20047.37210851558,31287.043853738345,28331.19320432534,36226.979348029825,13360.04823380112,31229.942250737004,78230.81425749962,48427.28340822284,9941.515528158929,7855.718932947236,20637.901131885148,8638.804506033297,13360.04823380112,0.0
7,65620.83111855629,27972.768882125234,21077.01961509344,19364.837815576375,68019.7254337552,58220.34619885315,30750.71653344898,36799.01757727092,53836.48715091335,54344.16112262482,28769.52448551292,36658.96464044411,62783.38807711605,27937.074276423285,22391.654774603023,33451.591172668,101596.60970146724,69412.69623164018,21078.41873567439,11920.02068086376,26039.11844606342,8849.964129798684,22391.654774603023,0.0
8,8468.234288096206,8728.570013024093,11912.106715734973,10765.96816071784,16527.921733264895,18469.23639137463,9799.057699854184,16825.22289576981,14458.816474529644,20902.508012630205,10908.155661411429,24994.659608736376,10570.980735653586,14451.008390195751,13972.002713092943,22840.431246557928,36533.673286100944,29061.673041689053,11921.564458209565,5570.904624011309,17777.671240525633,6866.413790617155,13972.002713092943,0.0
9,18900.49215174375,14263.267424333828,15904.493549808729,13684.809293325303,41606.585974749396,27017.78023761232,11369.130570846803,17474.830762758917,42553.08250606857,31005.430870691853,14594.914765151781,26852.27650376688,21635.562590292768,16540.03801963486,14925.823336897238,24131.773077571575,48965.883198448915,34227.409441189404,15886.211186463213,6826.806147126186,21980.4331886964,4809.812287554161,14925.823336897238,0.0
10,33723.74706126582,13199.392501627299,17321.159743259548,13968.170362831645,34866.08451120759,22518.417074472207,17316.666097207548,21877.335330704067,36122.002240582384,30964.131420148497,17852.105751109448,36124.16909830359,45236.5850945416,14456.11758365944,19798.789975052183,22277.783247850984,40488.150220378986,50618.14720500631,17323.41084229482,8865.169390103592,19843.838855555066,7719.470479481582,19798.789975052183,0.0
11,8913.01269485233,6941.485752909987,11439.314571756857,13002.597058186484,15660.37017103824,21272.0073447922,10842.405020913659,16775.75775428931,14925.978478384477,16456.986012047408,11414.756393485706,25893.363901117442,11273.81767105885,9770.242780692777,13127.058902832794,23247.74771879195,33147.734669018406,23295.962418563147,11446.169480971912,4801.700169150453,13883.858633486774,4217.44680520555,13127.058902832794,0.0
12,12408.300076869858,11201.241150653419,10309.349935983477,11268.234179312925,28842.85488575503,34921.61192917643,11969.212453344458,19041.08196179459,44429.052034003544,42041.491852080224,16034.984713866063,31487.875851161807,22450.904783645004,18629.395839774792,15835.86180290887,26552.41377667735,74701.97783938462,46450.57575087949,10319.417351113456,7192.19922250619,23685.486209885054,7061.856374326734,15835.86180290887,0.0
13,24486.262371652494,17737.848574549054,14650.225879825617,12885.040893757265,55492.64674799869,60630.60590521529,15412.413609820329,23584.791939715604,61808.35526600579,54282.77102889706,20054.607333079046,40301.60734207218,29320.32855973013,23825.166385596494,18768.882940444193,26944.167165694747,105946.19158543789,37692.82295127237,14652.039265159588,8130.409026910083,23415.32892342607,7067.627047949172,18768.882940444193,0.0
14,19405.49420407137,16052.084622669556,10891.512500836538,9003.604046340683,37904.0495964767,45087.05322730733,16006.725883266146,17041.67921588803,57612.743271453844,43422.23684007376,22551.739628744726,32695.053227646495,21351.195521700083,16495.593451639634,14190.407580401969,23567.996897193927,87640.03954835942,55714.807252197854,10890.191543416535,7526.795666236523,15686.820167793263,5973.659139522357,14190.407580401969,0.0
15,13721.495462042798,10312.76498260445,10480.357999718399,9956.52191568246,32809.78415755791,29141.222727036013,14185.962139662937,15818.623778771464,16644.835950699708,17577.804699171804,8936.762311670325,20504.08392254362,10335.660372759186,8323.51633106051,10783.394729150643,20192.266880930318,35798.400535087756,30419.571858291893,10464.936408063544,5844.935841935603,15203.664359436048,4037.2350362664943,10783.394729150643,0.0
16,12340.991414766919,11165.971347606008,11325.173683211073,9083.759103730881,30074.381307523323,32933.425281153,11172.65862929676,15513.780262359744,24799.687434049396,27681.522554187755,11537.32089100573,16298.634631435181,15025.92775020851,13406.93225319926,12805.482466173624,19210.06993535555,47351.01282206465,25490.943566883838,11322.703727325144,5318.026806146068,16191.921308767274,4148.391190512013,12805.482466173624,0.0
17,20590.96604151663,19156.694088079646,15146.8180487086,11245.49723589425,33414.12506018104,36345.89312197806,14667.163077116586,17778.62485803919,40504.068020220235,38548.03023878611,17244.775798950734,41884.90432351249,23496.087349629175,27212.237056815033,17206.46681405602,29032.828063354307,44528.93586469112,31429.197549529697,15130.755519133985,6423.434052808009,31619.17575806275,7098.775189397632,17206.46681405602,0.0
18,21956.238127352804,13548.594811148108,11142.503109799238,6661.578058845867,49538.46945665523,32848.0535140377,11659.048767462224,15412.770656721967,37066.67771806728,29902.066103878515,13906.243131302308,29561.437364564666,19235.264295558514,19610.03278152677,13065.95596977062,23239.54300007015,40286.2178008351,32803.82587175134,11176.386840069783,6424.576972331259,15481.318102451803,5888.700604149894,13065.95596977062,0.0
19,22329.974665929614,14289.279081659457,11189.41793400145,8464.987875506351,39643.62520792137,28744.021707613494,13217.337530086283,16474.45118180514,41885.920195600695,32315.105983876776,17195.71803651699,44752.06095905333,23499.249141511693,19594.341187763002,13884.604350047526,36305.05276404878,47667.164901209864,40918.381643699526,11195.436497394374,8005.300319187943,15361.065729028334,6552.976759613789,13884.604350047526,0.0
20,31892.867541407395,16388.92920488487,13004.546366973265,11204.536227686582,49753.796024376876,47071.40831838855,14883.454505931139,24985.60299044585,59460.42455107209,43541.95609228177,22707.976253848814,46051.645241060476,35821.54476041502,21953.504204718716,19493.481906249654,31100.74155614795,92346.024827124,54980.057492799686,12980.565909194711,7390.208115343128,20463.75637207087,6041.507910931534,19493.481906249654,0.0
21,36416.68529024007,18942.858566354047,10070.892707778321,11712.545769144488,44801.91755736151,68672.89506197537,12567.031390961974,16902.76876910235,42429.62942377733,40294.335409666724,14575.041478730982,45924.41937020117,29765.696193902353,17687.418860673923,11946.26594700475,41728.30445694602,91168.75729548189,29740.480539295724,10089.511172715907,6454.906079527526,20176.49698853555,5222.885962818874,11946.26594700475,0.0
22,23162.348947349492,14189.3847281581,13149.554474082257,10710.14330388108,53693.72968036413,32702.357176654583,16890.467767753536,23357.907576166268,59873.968975652584,38415.486482932596,20568.415367123507,56384.50078337978,25477.131887900086,21365.15921389816,12690.292009418754,44570.50164161283,57899.271070045186,40884.819504298255,13188.768931929388,6209.008789603,17287.744631426827,6025.573492267516,12690.292009418754,0.0
23,36081.599482846745,17247.905936953215,15897.143876543185,11610.096771151788,66903.53739682272,63392.59014265532,17980.162099454436,26259.292198280968,66507.01553976464,64609.205961228625,32710.37038555608,51915.2765908916,32052.881756967516,28697.629758996136,21596.043986051893,43980.3213114314,131529.53903833308,59230.674720492396,15863.283595220924,10437.422780023486,29484.164951480117,11216.827943334767,21596.043986051893,0.0
24,32827.95498307069,16651.09981801933,14687.956358970732,11775.113380144203,43577.15468181305,52841.383018461056,17912.526987445537,25218.98246936366,46706.19155590059,42423.6887975248,20066.243883886003,50401.58502686651,30490.767164762296,26121.05315853833,18223.457057884647,40386.964372914095,56465.1168459267,45757.95552161094,14724.513269345662,7237.058604580253,25231.910677487638,8079.494076519673,18223.457057884647,0.0
0,259280.08282381072,96441.86012432512,122986.50587298325,82768.34408540976,371577.38192098844,180203.87792171244,104264.35713957831,160984.06794552162,459616.49431517336,705686.3755771461,428802.7289593852,386955.49820291565,386398.8305800755,672427.2325655591,593507.9638796328,718595.9208146698,531932.5296875885,373987.2281335843,122964.28408632599,75640.93361294713,1327344.6171961639,243009.1020777278,593507.9638796328,1.0
1,251640.92126439163,176059.00893533073,164435.85288193187,65339.94825246665,322397.48376933695,186241.04986795742,103021.1240023895,172451.31132062286,419110.78389047517,446614.1229092956,226544.40909000684,283851.6323234123,296501.13235230464,644170.1455915301,353462.2835280957,352220.7240206171,328470.7767230727,211169.13968834686,164531.34481566088,79072.72778333681,1264800.2179400595,895810.2059306896,353462.2835280957,1.0
2,522819.84040458716,264096.53999736486,150188.18058977264,68304.72465963435,605269.2609761016,316502.019085118,139076.83599318072,155599.03570423537,332976.1029764532,592792.088488996,226136.1856535701,186983.57417143756,434701.69915950287,1032466.4698056141,335425.95757130376,511701.6387403794,351509.5510823664,246861.65852304612,150043.49276254355,78819.9947328638,1243898.3832361691,1143769.098751312,335425.95757130376,1.0
0,484567.8144804003,136515.8248123772,77709.7500505902,76862.0470149608,388154.6339020736,185189.70288570639,83277.80348327647,140305.8817501998,347984.92483898986,149503.31956929344,115267.64368810569,152966.07126325526,268871.2674251233,258751.76594505244,214044.8042380692,170369.33682777858,97416.67394100445,129220.31937177677,77777.53314376347,67833.38329948744,469478.4750931055,362059.53920509346,214044.8042380692,0.0
1,143214.6595520213,57846.17670358588,62779.44597501187,52462.74716076366,122046.3496442396,91596.26908711261,66880.72220005178,116709.52168876056,137647.6338333341,114190.85040592458,85901.65606669874,172081.06700967485,103881.34415634483,173691.36566707265,154590.68199852764,158898.8444602517,72155.08465260027,96414.49302930743,62791.60034653913,42557.14055522662,220278.93654728122,113457.51897209646,154590.68199852764,0.0
2,345247.71903841663,62492.594246284076,56701.34650896547,63078.5062341494,202370.57176134505,97392.08534753314,55414.431224829335,120891.81182808727,156295.40385384925,81430.34571798246,73529.13420858343,146138.61051609946,98315.32642334567,181839.9173788258,138514.2547123417,168471.47018105144,55820.61981242487,83467.54078625662,56624.80132545003,53345.73568380631,200399.73358712974,75579.6612425617,138514.2547123417,0.0
3,57071.58943480539,40970.47795079054,63373.49435400556,56653.041647547194,69638.1457110335,47000.5595918243,50260.71397525802,66604.49464668967,80820.33638944088,62818.97731898945,52920.84117330504,110836.20856790649,53671.29707635372,89781.88799868047,122675.18000259085,135457.5235671378,37129.435367161066,55465.92142172746,63420.149944774836,31102.536330409166,142145.0985076721,99308.43632807962,122675.18000259085,0.0
4,88467.81497422852,34657.63003785354,43874.97326031579,39785.767417575174,78537.89157472215,44755.764501795646,42011.581977035596,53787.12274671696,60836.23857196491,40498.77469265664,52508.7269190335,68114.93135417618,50847.16421912316,68498.88796249584,105741.21974427422,85111.26914740502,29711.075797301528,57626.08300674552,43882.37531165747,27455.19329052157,62909.413467578444,29285.08644293612,105741.21974427422,0.0
5,11425.79910955391,31577.05035163113,28197.80032990457,19693.64002912238,29752.002791748,47461.406147160626,23460.254283787686,37572.851652070385,37581.47186075384,47077.08419041636,43658.19699155525,56806.21756722587,34859.96940331975,51844.90974998879,87823.59046675998,74738.14320334433,35759.31616851796,39578.57336984692,28221.3743392462,24916.283444223598,67953.85468505028,34324.53618436616,87823.59046675998,0.0
6,138438.1744287381,51820.99250806177,38005.59191672383,22499.955028339933,108242.47598026894,41973.82741227537,36578.599932029974,36250.985926135196,94390.30279216463,48107.824359331426,56210.587067812165,84942.762851121,76752.38807727929,74606.79389170025,90057.6944892743,113449.37258083043,20657.162475463265,66801.51376614506,37882.57873402538,33662.980498794444,131832.569552517,46157.357072029474,90057.6944892743,0.0
7,15316.957340185954,25265.78281297885,43998.49721748335,28144.856104180722,19723.692414170513,27249.722674883295,35323.054633542844,29939.00596508884,18747.950073155567,20914.525388639006,56954.06810565798,53637.5177758807,19097.19095958966,30734.578421963426,82734.38677332603,90991.51982938066,19781.44963328864,56224.88313227246,44102.28226258884,16944.054618966413,46925.435650918764,21815.853604975604,82734.38677332603,0.0
8,35356.98893088713,21233.781682295117,25672.38525015802,19506.206558254584,32088.085678847972,20969.680484725675,21171.740827356123,34435.79339951586,26647.03667487287,20676.638957534316,22710.522437391668,52437.96014432104,27141.18540385878,39206.471589457586,41609.749961309426,60741.02435069377,15608.462155782832,25523.82762290905,25723.668100055373,16617.246390842312,71404.90605213902,45984.97194930102,41609.749961309426,0.0
9,85045.94839626491,42668.1267018481,27470.11663471466,29518.522135202442,55841.366643338195,25369.751524738294,27293.33657852756,27852.487423596463,63011.55831003823,49774.614238301954,28593.343142581958,86252.08051952603,110870.400917124,68136.09524003808,57667.674473485196,196077.09204384658,42575.87211568092,43618.655190468744,27395.33012232053,23146.72904656872,183221.8523659817,83931.40895499534,57667.674473485196,0.0
10,100306.72464968254,21499.732046333156,26885.269521951483,19862.27559956332,61694.36872802031,22488.47588779089,19556.24233906893,25792.31567909061,55230.683037472714,20679.219623153385,47097.31779342801,81626.08098539071,39267.49348671512,53303.3833302454,47622.15463377682,78526.36885530426,22546.50211952174,29430.17602584693,26912.728240392178,15711.34721825574,102856.51261335272,22850.60278082979,47622.15463377682,0.0
11,11270.851842303438,20032.8933849379,21515.36528058587,17309.770058524067,16987.929592748922,17787.23018304886,15770.069017257352,20666.89398724015,18616.91559622818,17351.400432663813,30330.506026325016,55971.468977077406,17538.024075448928,24344.579010188285,47832.61850879059,59046.53920779364,19801.694726241338,32848.70856488283,21515.99058587345,15222.533659916018,46893.24532985197,13596.93279784156,47832.61850879059,0.0
12,8005.475786392097,13613.439428012294,15533.322161406697,14918.056298491232,11653.92268258381,20577.436012825696,14555.272870871382,23034.428159245294,11175.450624935926,14450.684107919256,15257.995708931012,34658.88894928172,17337.106930299793,24732.490659848605,33541.97393248457,48197.42904743839,13772.35277727527,23000.106479181155,15496.851230508806,12952.537875725047,42588.08415427039,15076.816010752751,33541.97393248457,0.0
13,12881.82880003509,12307.767601211523,17037.312108727718,15716.084642630725,20754.73368064538,18482.256388815556,11211.697755391471,30852.822090149963,32570.907698264706,18569.8963198979,14323.692806624213,42301.1564775183,19216.705105654262,19244.486718671014,29834.922539530027,52405.83319596131,16908.241948360774,22832.731463621494,17062.5666260297,13530.147753059893,47013.312354857335,12441.525168458193,29834.922539530027,0.0
14,30231.290131917092,28230.94894107964,27558.606156672922,18515.73939035536,19696.70913011488,23451.52101827896,21102.140782977123,31317.339896771373,17152.42020470043,19926.05793328353,22387.28909251821,57498.74172880761,25155.322034795918,40683.42651873066,41069.4628725424,45505.32583202301,18428.4315108074,34252.10374284359,27528.33356443813,17918.923330302077,49448.18491118651,15124.117047765689,41069.4628725424,0.0
0,16359.46984695424,14838.086690439195,9674.3745220853,11270.891670663283,48640.2518642628,44095.313936382365,16188.08079747759,29031.26504469671,44756.33953314281,48030.8418161864,22799.10783207512,50552.46207299264,19753.4423197087,17144.576127842713,13735.4453051362,36565.82235047282,66826.88750760166,65441.01084941317,9655.122935544041,8333.528194027882,23153.187232550303,11087.93953028431,13735.4453051362,0.0
